categoria_ruralidad_2024,cod_natujur,count_a,count_de,departamento,dinamica_2024,divipola,documento_justificativo,estado_folio,fecha_apertura_texto,fecha_radica_texto,matricula,municipio,nombre_natujur,num_anotacion,orip,pk,predios_nuevos,tiene_mas_de_un_valor,tiene_valor,tipo_predio_zona,valor,year_radica
Ciudades y aglomeraciones,901,1,0,BOGOTÁ D.C.,0,11001,01-ESCRITURA 3294 DE 10-07-2018; NOTARIA TRECE DE BOGOTA D. C.,,,2018-07-11 00:00:00,50S-40730729,BOGOTÁ D.C.,ACLARACIÓN,11,50S,11001-50S-40730729-00011-00901-2018,0,0,0,URBANO,,2018
Ciudades y aglomeraciones,901,1,0,BOGOTÁ D.C.,0,11001,01-ESCRITURA 2474 DE 15-05-2018; NOTARIA TRECE DE BOGOTA D. C.,,,2018-07-11 00:00:00,50S-40730765,BOGOTÁ D.C.,ACLARACIÓN,8,50S,11001-50S-40730765-00008-00901-2018,0,0,0,URBANO,,2018
Ciudades y aglomeraciones,901,1,0,BOGOTÁ D.C.,0,11001,01-ESCRITURA 3294 DE 10-07-2018; NOTARIA TRECE DE BOGOTA D. C.,,,2018-07-11 00:00:00,50S-40730765,BOGOTÁ D.C.,ACLARACIÓN,9,50S,11001-50S-40730765-00009-00901-2018,0,0,0,URBANO,,2018
Ciudades y aglomeraciones,125,1,1,BOGOTÁ D.C.,1,11001,01-ESCRITURA 2104 DE 30-07-2018; NOTARIA SEGUNDA DE BOGOTA D. C.,,,2018-08-16 00:00:00,50S-61128,BOGOTÁ D.C.,COMPRAVENTA,14,50S,11001-50S-061128-00014-00125-2018,0,0,0,URBANO,,2018
Ciudades y aglomeraciones,125,1,1,BOGOTÁ D.C.,1,11001,01-ESCRITURA 104 DE 06-12-2019; NOTARIA UNICA DE PAZ DE ARIPORO,,,2020-02-11 00:00:00,50S-80096,BOGOTÁ D.C.,COMPRAVENTA,12,50S,11001-50S-080096-00012-00125-2020,0,0,0,URBANO,,2020
Ciudades y aglomeraciones,125,2,1,BOGOTÁ D.C.,1,11001,01-ESCRITURA 3260 DE 12-07-2018; NOTARIA NOVENA DE BOGOTA D. C.,,,2018-10-04 00:00:00,50S-382996,BOGOTÁ D.C.,COMPRAVENTA,21,50S,11001-50S-382996-00021-00125-2018,0,0,0,URBANO,,2018
Ciudades y aglomeraciones,125,1,1,BOGOTÁ D.C.,1,11001,01-ESCRITURA 876 DE 11-04-2019; NOTARIA TERCERA DE BOGOTA D. C.,,,2019-09-09 00:00:00,50S-40226005,BOGOTÁ D.C.,COMPRAVENTA,17,50S,11001-50S-40226005-00017-00125-2019,0,0,0,URBANO,,2019
Ciudades y aglomeraciones,901,1,0,BOGOTÁ D.C.,0,11001,01-ESCRITURA 2188 DE 15-08-2018; NOTARIA QUINTA DE BOGOTA D. C.,,,2018-08-29 00:00:00,50S-40226677,BOGOTÁ D.C.,ACLARACIÓN,2,50S,11001-50S-40226677-00002-00901-2018,0,0,0,URBANO,,2018
Ciudades y aglomeraciones,901,2,0,BOGOTÁ D.C.,0,11001,01-ESCRITURA 2082 DE 30-07-2018; NOTARIA TREINTA Y DOS DE BOGOTA D. C.,,,2018-08-13 00:00:00,50S-40356841,BOGOTÁ D.C.,ACLARACIÓN,6,50S,11001-50S-40356841-00006-00901-2018,0,0,0,URBANO,,2018
Ciudades y aglomeraciones,125,1,1,BOGOTÁ D.C.,1,11001,01-ESCRITURA 231 DE 07-02-2020; NOTARIA PRIMERA DE BOGOTA D. C.,,,2020-05-22 00:00:00,50S-40515453,BOGOTÁ D.C.,COMPRAVENTA,9,50S,11001-50S-40515453-00009-00125-2020,0,0,0,URBANO,,2020
Ciudades y aglomeraciones,901,1,0,BOGOTÁ D.C.,0,11001,01-ESCRITURA 30 DE 19-01-2023; NOTARIA UNICA DE TABIO,,1973-04-09 00:00:00,2023-02-13 00:00:00,50C-58328,BOGOTÁ D.C.,ACLARACIÓN,17,50C,11001-50C-058328-00017-00901-2023,0,0,0,URBANO,,2023
Ciudades y aglomeraciones,125,1,1,BOGOTÁ D.C.,1,11001,01-ESCRITURA 2267 DE 21-08-2018; NOTARIA QUINTA DE BOGOTA D. C.,,,2018-09-03 00:00:00,50S-40702270,BOGOTÁ D.C.,COMPRAVENTA,9,50S,11001-50S-40702270-00009-00125-2018,0,0,0,URBANO,,2018
Ciudades y aglomeraciones,125,1,1,BOGOTÁ D.C.,1,11001,01-ESCRITURA 2880 DE 10-09-2019; NOTARIA CUARENTA DE BOGOTA D. C.,,,2019-09-24 00:00:00,50S-40702270,BOGOTÁ D.C.,COMPRAVENTA,10,50S,11001-50S-40702270-00010-00125-2019,0,0,0,URBANO,,2019
Ciudades y aglomeraciones,125,1,1,BOGOTÁ D.C.,1,11001,01-ESCRITURA 885 DE 10-02-2017; NOTARIA TREINTA Y OCHO DE BOGOTA D. C.,,1972-01-25 00:00:00,2017-02-27 00:00:00,50C-7143,BOGOTÁ D.C.,COMPRAVENTA,32,50C,11001-50C-007143-00032-00125-2017,0,0,0,URBANO,,2017
Ciudades y aglomeraciones,125,1,1,BOGOTÁ D.C.,1,11001,01-ESCRITURA 6890 DE 07-12-2022; NOTARIA TRECE DE BOGOTA D.C.,,1972-01-25 00:00:00,2023-02-10 00:00:00,50C-7144,BOGOTÁ D.C.,COMPRAVENTA,24,50C,11001-50C-007144-00024-00125-2023,0,0,1,URBANO,280000000,2023
Ciudades y aglomeraciones,125,1,1,BOGOTÁ D.C.,1,11001,01-ESCRITURA 2844 DE 14-11-2023; NOTARIA SEGUNDA DE BOGOTA D.C.,,1972-02-08 00:00:00,2023-11-29 00:00:00,50C-10059,BOGOTÁ D.C.,COMPRAVENTA,21,50C,11001-50C-010059-00021-00125-2023,0,0,1,URBANO,269000000,2023
Ciudades y aglomeraciones,125,1,1,BOGOTÁ D.C.,1,11001,01-ESCRITURA 5495 DE 06-12-2019; NOTARIA CUARENTA Y OCHO DE BOGOTA D.C.,,1972-04-12 00:00:00,2019-12-20 00:00:00,50C-24664,BOGOTÁ D.C.,COMPRAVENTA,20,50C,11001-50C-024664-00020-00125-2019,0,0,0,URBANO,,2019
Ciudades y aglomeraciones,125,1,1,BOGOTÁ D.C.,1,11001,01-ESCRITURA 1606 DE 16-10-2016; NOTARIA VEINTISEIS DE BOGOTA D. C.,,1972-03-29 00:00:00,2017-01-26 00:00:00,50C-28382,BOGOTÁ D.C.,COMPRAVENTA,20,50C,11001-50C-028382-00020-00125-2017,0,0,0,URBANO,,2017
Ciudades y aglomeraciones,304,1,0,BOGOTÁ D.C.,0,11001,01-ESCRITURA 1606 DE 16-10-2016; NOTARIA VEINTISEIS DE BOGOTA D. C.,,1972-03-29 00:00:00,2017-01-26 00:00:00,50C-28382,BOGOTÁ D.C.,AFECTACIÓN A VIVIENDA FAMILIAR,21,50C,11001-50C-028382-00021-00304-2017,0,0,0,URBANO,,2017
Ciudades y aglomeraciones,151,1,1,BOGOTÁ D.C.,0,11001,01-ESCRITURA 2746 DE 18-02-2016; NOTARIA VEINTINUEVE DE BOGOTA D. C.,,1972-04-19 00:00:00,2016-04-18 00:00:00,50C-32691,BOGOTÁ D.C.,RESCILIACIÓN,12,50C,11001-50C-032691-00012-00151-2016,0,0,0,URBANO,,2016
Ciudades y aglomeraciones,314,1,1,BOGOTÁ D.C.,0,11001,01-ESCRITURA 6649 DE 19-12-2017; NOTARIA NOVENA DE BOGOTA D. C.,,1972-04-22 00:00:00,2017-12-28 00:00:00,50C-32975,BOGOTÁ D.C.,CONSTITUCIÓN DE USUFRUCTO,11,50C,11001-50C-032975-00011-00314-2017,0,0,0,URBANO,,2017
Ciudades y aglomeraciones,125,1,1,BOGOTÁ D.C.,1,11001,01-ESCRITURA 6649 DE 19-12-2017; NOTARIA NOVENA DE BOGOTA D. C.,,1972-04-22 00:00:00,2017-12-28 00:00:00,50C-32976,BOGOTÁ D.C.,COMPRAVENTA,10,50C,11001-50C-032976-00010-00125-2017,0,0,0,URBANO,,2017
Ciudades y aglomeraciones,314,1,1,BOGOTÁ D.C.,0,11001,01-ESCRITURA 6649 DE 19-12-2017; NOTARIA NOVENA DE BOGOTA D. C.,,1972-04-22 00:00:00,2017-12-28 00:00:00,50C-32976,BOGOTÁ D.C.,CONSTITUCIÓN DE USUFRUCTO,11,50C,11001-50C-032976-00011-00314-2017,0,0,0,URBANO,,2017
Ciudades y aglomeraciones,125,1,1,BOGOTÁ D.C.,1,11001,01-ESCRITURA 6649 DE 19-12-2017; NOTARIA NOVENA DE BOGOTA D. C.,,1972-04-22 00:00:00,2017-12-28 00:00:00,50C-32977,BOGOTÁ D.C.,COMPRAVENTA,10,50C,11001-50C-032977-00010-00125-2017,0,0,0,URBANO,,2017
Ciudades y aglomeraciones,314,1,1,BOGOTÁ D.C.,0,11001,01-ESCRITURA 6649 DE 19-12-2017; NOTARIA NOVENA DE BOGOTA D. C.,,1972-04-22 00:00:00,2017-12-28 00:00:00,50C-32977,BOGOTÁ D.C.,CONSTITUCIÓN DE USUFRUCTO,11,50C,11001-50C-032977-00011-00314-2017,0,0,0,URBANO,,2017
Ciudades y aglomeraciones,125,1,1,BOGOTÁ D.C.,1,11001,01-ESCRITURA 978 DE 03-06-2016; NOTARIA CUARENTA Y UNO DE BOGOTA D. C.,,1972-04-20 00:00:00,2016-06-14 00:00:00,50C-33653,BOGOTÁ D.C.,COMPRAVENTA,10,50C,11001-50C-033653-00010-00125-2016,0,0,0,URBANO,,2016
Ciudades y aglomeraciones,212,0,1,BOGOTÁ D.C.,1,11001,04-OFICIO 5661320181 DE 30-07-2015; SECRETARIA DE MOVILIDAD DE BOGOTA D. C.,,1972-06-12 00:00:00,2015-08-21 00:00:00,50C-53181,BOGOTÁ D.C.,VALORIZACIÓN,28,50C,11001-50C-053181-00028-00212-2015,0,0,0,URBANO,,2015
Ciudades y aglomeraciones,907,1,0,BOGOTÁ D.C.,0,11001,01-ESCRITURA 1250 DE 03-07-2019; NOTARIA CUARENTA Y TRES DE BOGOTA D. C.,,1972-05-29 00:00:00,2019-07-18 00:00:00,50C-53519,BOGOTÁ D.C.,CAMBIO DE RAZÓN SOCIAL,29,50C,11001-50C-053519-00029-00907-2019,0,0,0,URBANO,,2019
Ciudades y aglomeraciones,125,1,1,BOGOTÁ D.C.,1,11001,01-ESCRITURA 1250 DE 03-07-2019; NOTARIA CUARENTA Y TRES DE BOGOTA D. C.,,1972-05-29 00:00:00,2019-07-18 00:00:00,50C-53519,BOGOTÁ D.C.,COMPRAVENTA,30,50C,11001-50C-053519-00030-00125-2019,0,0,0,URBANO,,2019
Ciudades y aglomeraciones,212,0,1,BOGOTÁ D.C.,1,11001,04-OFICIO 4411 DE 15-06-2016; INSTITUTO DE DESARROLLO URBANO - IDU DE BOGOTA D. C.,,1972-05-29 00:00:00,2016-06-17 00:00:00,50C-53520,BOGOTÁ D.C.,VALORIZACIÓN,3,50C,11001-50C-053520-00003-00212-2016,0,0,0,URBANO,,2016
Ciudades y aglomeraciones,125,1,1,BOGOTÁ D.C.,1,11001,01-ESCRITURA 4771 DE 11-08-2015; NOTARIA CINCUENTA Y UNO DE BOGOTA D. C.,,1972-05-31 00:00:00,2018-08-06 00:00:00,50C-54372,BOGOTÁ D.C.,COMPRAVENTA,6,50C,11001-50C-054372-00006-00125-2018,0,0,0,URBANO,,2018
Ciudades y aglomeraciones,125,1,1,BOGOTÁ D.C.,1,11001,01-ESCRITURA 13272 DE 19-07-2019; NOTARIA VEINTINUEVE DE BOGOTA D.C.,,1972-06-02 00:00:00,2019-07-31 00:00:00,50C-56216,BOGOTÁ D.C.,COMPRAVENTA,7,50C,11001-50C-056216-00007-00125-2019,0,0,0,URBANO,,2019
Ciudades y aglomeraciones,125,1,1,BOGOTÁ D.C.,1,11001,01-ESCRITURA 2385 DE 17-10-2017; NOTARIA CINCUENTA Y TRES DE BOGOTA D. C.,,1972-06-02 00:00:00,2017-11-10 00:00:00,50C-56221,BOGOTÁ D.C.,COMPRAVENTA,11,50C,11001-50C-056221-00011-00125-2017,0,0,0,URBANO,,2017
Ciudades y aglomeraciones,125,1,1,BOGOTÁ D.C.,1,11001,01-ESCRITURA 6211 DE 20-06-2015; NOTARIA TREINTA Y OCHO DE BOGOTA D. C.,,1972-05-16 00:00:00,2015-06-25 00:00:00,50C-56224,BOGOTÁ D.C.,COMPRAVENTA,16,50C,11001-50C-056224-00016-00125-2015,0,0,0,URBANO,,2015
Ciudades y aglomeraciones,109,2,1,BOGOTÁ D.C.,1,11001,01-ESCRITURA 743 DE 03-06-2021; NOTARIA DOCE DE BOGOTA D.C.,,1972-05-19 00:00:00,2021-06-28 00:00:00,50C-56225,BOGOTÁ D.C.,ADJUDICACIÓN EN SUCESION,17,50C,11001-50C-056225-00017-00109-2021,0,0,0,URBANO,,2021
Ciudades y aglomeraciones,425,1,0,BOGOTÁ D.C.,0,11001,04-OFICIO 2685 DE 29-08-2019; JUZGADO 009 DE FAMILIA DE BOGOTA D. C.,,1972-06-06 00:00:00,2019-09-09 00:00:00,50C-56250,BOGOTÁ D.C.,EMBARGO DE LA SUCESIÓN,10,50C,11001-50C-056250-00010-00425-2019,0,0,0,URBANO,,2019
Ciudades y aglomeraciones,901,1,0,BOGOTÁ D.C.,0,11001,01-ESCRITURA 2481 DE 07-10-2015; NOTARIA DIECIOCHO DE BOGOTA D. C.,,1972-09-29 00:00:00,2015-12-10 00:00:00,50C-67865,BOGOTÁ D.C.,ACLARACIÓN,11,50C,11001-50C-067865-00011-00901-2015,0,0,0,URBANO,,2015
Ciudades y aglomeraciones,901,1,0,BOGOTÁ D.C.,0,11001,01-ESCRITURA 2906 DE 19-11-2015; NOTARIA DIECIOCHO DE BOGOTA D. C.,,1972-09-29 00:00:00,2015-12-10 00:00:00,50C-67865,BOGOTÁ D.C.,ACLARACIÓN,12,50C,11001-50C-067865-00012-00901-2015,0,0,0,URBANO,,2015
Ciudades y aglomeraciones,201,1,1,BOGOTÁ D.C.,1,11001,01-ESCRITURA 315 DE 08-05-2017; NOTARIA CUARENTA Y SEIS DE BOGOTA D. C.,,1973-09-03 00:00:00,2017-05-22 00:00:00,50C-72978,BOGOTÁ D.C.,AMPLIACIÓN DE HIPOTECA,15,50C,11001-50C-072978-00015-00201-2017,0,0,0,URBANO,,2017
Ciudades y aglomeraciones,125,2,1,BOGOTÁ D.C.,1,11001,01-ESCRITURA 2058 DE 03-07-2018; NOTARIA TREINTA Y NUEVE DE BOGOTA D. C.,,1972-10-10 00:00:00,2018-08-27 00:00:00,50C-73743,BOGOTÁ D.C.,COMPRAVENTA,24,50C,11001-50C-073743-00024-00125-2018,0,0,0,URBANO,,2018
Ciudades y aglomeraciones,125,2,1,BOGOTÁ D.C.,1,11001,01-ESCRITURA 6650 DE 17-10-2015; NOTARIA NOVENA DE BOGOTA D. C.,,1972-10-25 00:00:00,2015-10-21 00:00:00,50C-74300,BOGOTÁ D.C.,COMPRAVENTA,16,50C,11001-50C-074300-00016-00125-2015,0,0,0,URBANO,,2015
Ciudades y aglomeraciones,901,0,1,BOGOTÁ D.C.,0,11001,01-ESCRITURA 3591 DE 03-10-2016; NOTARIA SESENTA Y CUATRO DE BOGOTA D. C.,,1986-11-26 00:00:00,2019-12-10 00:00:00,50C-1009722,BOGOTÁ D.C.,ACLARACIÓN,9,50C,11001-50C-1009722-00009-00901-2019,0,0,0,SIN INFORMACION,,2019
Ciudades y aglomeraciones,212,0,1,BOGOTÁ D.C.,1,11001,04-OFICIO 5660636941 DE 03-08-2016; SECRETARIA DE MOVILIDAD DE BOGOTA D. C.,,1975-04-08 00:00:00,2016-08-10 00:00:00,50C-1014205,BOGOTÁ D.C.,VALORIZACIÓN,36,50C,11001-50C-1014205-00036-00212-2016,0,0,0,URBANO,,2016
Ciudades y aglomeraciones,125,1,1,BOGOTÁ D.C.,1,11001,01-ESCRITURA 1147 DE 27-06-2017; NOTARIA TREINTA Y CUATRO DE BOGOTA D. C.,,1987-02-09 00:00:00,2017-07-07 00:00:00,50C-1025185,BOGOTÁ D.C.,COMPRAVENTA,12,50C,11001-50C-1025185-00012-00125-2017,0,0,0,URBANO,,2017
Ciudades y aglomeraciones,109,1,1,BOGOTÁ D.C.,1,11001,01-ESCRITURA 1506 DE 26-12-2016; NOTARIA CUARTA DE VILLAVICENCIO,,1987-02-09 00:00:00,2017-02-20 00:00:00,50C-1025188,BOGOTÁ D.C.,ADJUDICACIÓN EN SUCESION,12,50C,11001-50C-1025188-00012-00109-2017,0,0,0,URBANO,,2017
Ciudades y aglomeraciones,333,0,1,BOGOTÁ D.C.,1,11001,01-ESCRITURA 3022 DE 11-12-2018; NOTARIA TREINTA DE BOGOTA D. C.,,1987-01-19 00:00:00,2018-12-20 00:00:00,50C-1032002,BOGOTÁ D.C.,RESERVA DERECHO DE USUFRUCTO,6,50C,11001-50C-1032002-00006-00333-2018,0,0,0,URBANO,,2018
Ciudades y aglomeraciones,109,3,1,BOGOTÁ D.C.,1,11001,01-ESCRITURA 5968 DE 20-11-2017; NOTARIA NOVENA DE BOGOTA D. C.,,1987-04-22 00:00:00,2018-01-30 00:00:00,50C-1058582,BOGOTÁ D.C.,ADJUDICACIÓN EN SUCESION,10,50C,11001-50C-1058582-00010-00109-2018,0,0,0,URBANO,,2018
Ciudades y aglomeraciones,125,1,1,BOGOTÁ D.C.,1,11001,01-ESCRITURA 6063 DE 01-08-2017; NOTARIA TREINTA Y OCHO DE BOGOTA D. C.,,1987-05-05 00:00:00,2017-08-08 00:00:00,50C-1063806,BOGOTÁ D.C.,COMPRAVENTA,26,50C,11001-50C-1063806-00026-00125-2017,0,0,0,URBANO,,2017
Ciudades y aglomeraciones,125,1,1,BOGOTÁ D.C.,1,11001,01-ESCRITURA 1237 DE 21-04-2022; NOTARIA CUARENTA Y UNO DE BOGOTA D.C.,,1987-07-06 00:00:00,2022-04-27 00:00:00,50C-1076203,BOGOTÁ D.C.,COMPRAVENTA,9,50C,11001-50C-1076203-00009-00125-2022,0,0,1,URBANO,103000000,2022
Ciudades y aglomeraciones,904,0,1,BOGOTÁ D.C.,0,11001,01-ESCRITURA 757 DE 23-08-2021; NOTARIA UNICA DE FUNZA,,1987-07-29 00:00:00,2021-10-05 00:00:00,50C-1083931,BOGOTÁ D.C.,ACTUALIZACIÓN DE NOMENCLATURA,29,50C,11001-50C-1083931-00029-00904-2021,0,0,0,URBANO,,2021
Ciudades y aglomeraciones,125,1,1,BOGOTÁ D.C.,1,11001,01-ESCRITURA 7 DE 05-01-2016; NOTARIA SEXTA DE BOGOTA D. C.,,1987-07-28 00:00:00,2016-03-04 00:00:00,50C-1083933,BOGOTÁ D.C.,COMPRAVENTA,10,50C,11001-50C-1083933-00010-00125-2016,0,0,0,URBANO,,2016
Ciudades y aglomeraciones,118,1,1,BOGOTÁ D.C.,1,11001,01-ESCRITURA 1355 DE 19-11-2020; NOTARIA TREINTA Y CINCO DE BOGOTA D.C.,,1987-08-12 00:00:00,2020-12-17 00:00:00,50C-1087876,BOGOTÁ D.C.,APORTE A SOCIEDAD,23,50C,11001-50C-1087876-00023-00118-2020,0,0,0,URBANO,,2020
Ciudades y aglomeraciones,125,1,1,BOGOTÁ D.C.,1,11001,01-ESCRITURA 3560 DE 18-08-2017; NOTARIA CUARENTA DE BOGOTA D. C.,,1987-09-08 00:00:00,2017-08-30 00:00:00,50C-1094116,BOGOTÁ D.C.,COMPRAVENTA,9,50C,11001-50C-1094116-00009-00125-2017,0,0,0,URBANO,,2017
Ciudades y aglomeraciones,125,1,1,BOGOTÁ D.C.,1,11001,01-ESCRITURA 68 DE 19-01-2016; NOTARIA TREINTA Y CUATRO DE BOGOTA D. C.,,1987-10-05 00:00:00,2016-01-26 00:00:00,50C-1101393,BOGOTÁ D.C.,COMPRAVENTA,14,50C,11001-50C-1101393-00014-00125-2016,0,0,0,URBANO,,2016
Ciudades y aglomeraciones,125,1,1,BOGOTÁ D.C.,1,11001,01-ESCRITURA 1083 DE 14-11-2020; NOTARIA CUARENTA Y NUEVE DE BOGOTA D.C.,,1987-10-16 00:00:00,2020-11-23 00:00:00,50C-1102338,BOGOTÁ D.C.,COMPRAVENTA,20,50C,11001-50C-1102338-00020-00125-2020,0,0,0,URBANO,,2020
Ciudades y aglomeraciones,125,1,1,BOGOTÁ D.C.,1,11001,01-ESCRITURA 3187 DE 09-07-2016; NOTARIA CUARENTA DE BOGOTA D. C.,,1987-11-09 00:00:00,2016-08-26 00:00:00,50C-1111067,BOGOTÁ D.C.,COMPRAVENTA,13,50C,11001-50C-1111067-00013-00125-2016,0,0,0,URBANO,,2016
Ciudades y aglomeraciones,125,2,1,BOGOTÁ D.C.,1,11001,01-ESCRITURA 2627 DE 10-12-2021; NOTARIA VEINTISEIS DE BOGOTA D.C.,,1987-12-28 00:00:00,2021-12-22 00:00:00,50C-1127133,BOGOTÁ D.C.,COMPRAVENTA,12,50C,11001-50C-1127133-00012-00125-2021,0,0,1,URBANO,180000000,2021
Ciudades y aglomeraciones,118,1,2,BOGOTÁ D.C.,1,11001,01-ESCRITURA 332 DE 07-02-2023; NOTARIA DIECISEIS DE BOGOTA D.C.,,1988-01-29 00:00:00,2023-03-13 00:00:00,50C-1129821,BOGOTÁ D.C.,APORTE A SOCIEDAD,16,50C,11001-50C-1129821-00016-00118-2023,0,0,0,URBANO,,2023
Ciudades y aglomeraciones,125,2,1,BOGOTÁ D.C.,1,11001,01-ESCRITURA 2752 DE 23-06-2023; NOTARIA DIECISEIS DE BOGOTA D.C.,,1988-01-29 00:00:00,2023-07-05 00:00:00,50C-1129821,BOGOTÁ D.C.,COMPRAVENTA,17,50C,11001-50C-1129821-00017-00125-2023,0,0,1,URBANO,125650000,2023
Ciudades y aglomeraciones,125,2,2,BOGOTÁ D.C.,1,11001,01-ESCRITURA 8178 DE 02-12-2021; NOTARIA VEINTISIETE DE BOGOTA D.C.,,1988-06-29 00:00:00,2021-12-27 00:00:00,50C-1165612,BOGOTÁ D.C.,COMPRAVENTA,17,50C,11001-50C-1165612-00017-00125-2021,0,0,1,URBANO,635000000,2021
Ciudades y aglomeraciones,212,0,1,BOGOTÁ D.C.,1,11001,04-OFICIO 5662008161 DE 06-11-2015; SECRETARIA DE MOVILIDAD DE BOGOTA D. C.,,1988-11-28 00:00:00,2015-11-23 00:00:00,50C-1192827,BOGOTÁ D.C.,VALORIZACIÓN,11,50C,11001-50C-1192827-00011-00212-2015,0,0,0,URBANO,,2015
Ciudades y aglomeraciones,125,3,1,BOGOTÁ D.C.,1,11001,01-ESCRITURA 3316 DE 20-09-2021; NOTARIA QUINTA DE BOGOTA D.C.,,1989-01-28 00:00:00,2021-10-06 00:00:00,50C-1198377,BOGOTÁ D.C.,COMPRAVENTA,7,50C,11001-50C-1198377-00007-00125-2021,0,0,1,URBANO,275000000,2021
Ciudades y aglomeraciones,125,1,1,BOGOTÁ D.C.,1,11001,01-ESCRITURA 2681 DE 02-08-2016; NOTARIA TREINTA Y SIETE DE BOGOTA D. C.,,1989-01-28 00:00:00,2016-08-12 00:00:00,50C-1198378,BOGOTÁ D.C.,COMPRAVENTA,15,50C,11001-50C-1198378-00015-00125-2016,0,0,0,URBANO,,2016
Ciudades y aglomeraciones,125,1,1,BOGOTÁ D.C.,1,11001,01-ESCRITURA 1644 DE 09-08-2021; NOTARIA VEINTISEIS DE BOGOTA D. C.,,1989-06-22 00:00:00,2021-09-28 00:00:00,50C-1205067,BOGOTÁ D.C.,COMPRAVENTA,9,50C,11001-50C-1205067-00009-00125-2021,0,0,1,URBANO,675592700,2021
Ciudades y aglomeraciones,125,1,1,BOGOTÁ D.C.,1,11001,01-ESCRITURA 3419 DE 01-12-2021; NOTARIA TREINTA Y SEIS DE BOGOTA D.C.,,1989-06-21 00:00:00,2022-02-01 00:00:00,50C-1205076,BOGOTÁ D.C.,COMPRAVENTA,6,50C,11001-50C-1205076-00006-00125-2022,0,0,1,URBANO,850000000,2022
Ciudades y aglomeraciones,125,1,1,BOGOTÁ D.C.,1,11001,01-ESCRITURA 1343 DE 11-04-2023; NOTARIA DIECISEIS DE BOGOTA D.C.,,1989-06-21 00:00:00,2023-04-24 00:00:00,50C-1205098,BOGOTÁ D.C.,COMPRAVENTA,7,50C,11001-50C-1205098-00007-00125-2023,0,0,1,URBANO,335000000,2023
Ciudades y aglomeraciones,164,1,2,BOGOTÁ D.C.,1,11001,01-ESCRITURA 122 DE 06-02-2015; NOTARIA QUINCE DE BOGOTA D. C.,,1972-01-14 00:00:00,2015-05-28 00:00:00,50C-882,BOGOTÁ D.C.,TRANSFERENCIA DE DOMINIO A TÍTULO DE BENEFICIO EN FIDUCIA MERCANTIL,22,50C,11001-50C-000882-00022-00164-2015,0,0,0,URBANO,,2015
Ciudades y aglomeraciones,843,2,1,BOGOTÁ D.C.,0,11001,01-ESCRITURA 1372 DE 04-04-2016; NOTARIA CUARENTA DE BOGOTA D. C.,,1972-01-14 00:00:00,2016-04-08 00:00:00,50C-882,BOGOTÁ D.C.,CANCELACIÓN POR VOLUNTAD DE LAS PARTES,23,50C,11001-50C-000882-00023-00843-2016,0,0,0,URBANO,,2016
Ciudades y aglomeraciones,843,0,1,BOGOTÁ D.C.,0,11001,01-ESCRITURA 4485 DE 29-08-2016; NOTARIA SETENTA Y TRES DE BOGOTA D. C.,,1972-01-14 00:00:00,2016-08-31 00:00:00,50C-882,BOGOTÁ D.C.,CANCELACIÓN POR VOLUNTAD DE LAS PARTES,24,50C,11001-50C-000882-00024-00843-2016,0,0,0,URBANO,,2016
Ciudades y aglomeraciones,491,1,1,BOGOTÁ D.C.,0,11001,04-OFICIO 1074 DE 23-09-2020; JUZGADO 40 DE PEQUE/AS CAUSAS Y COMPETENCIAS MULTIPLES DE BOGOTA D. C.,,1972-01-14 00:00:00,2020-10-02 00:00:00,50C-884,BOGOTÁ D.C.,EMBARGO DERECHOS DE CUOTA,12,50C,11001-50C-000884-00012-00491-2020,0,0,0,URBANO,,2020
Ciudades y aglomeraciones,841,1,1,BOGOTÁ D.C.,0,11001,04-OFICIO 3027 DE 20-09-2017; JUZGADO 005  CIVIL  MUNICIPAL DE BOGOTA D.C. DE BOGOTA D. C.,,1972-01-13 00:00:00,2017-10-26 00:00:00,50C-899,BOGOTÁ D.C.,CANCELACIÓN PROVIDENCIA JUDICIAL,23,50C,11001-50C-000899-00023-00841-2017,0,0,0,URBANO,,2017
Ciudades y aglomeraciones,125,1,1,BOGOTÁ D.C.,1,11001,01-ESCRITURA 0439 DE 10-02-2018; NOTARIA SEPTIMA DE BOGOTA D. C.,,1972-01-13 00:00:00,2018-02-23 00:00:00,50C-899,BOGOTÁ D.C.,COMPRAVENTA,24,50C,11001-50C-000899-00024-00125-2018,0,0,0,URBANO,,2018
Ciudades y aglomeraciones,506,1,0,BOGOTÁ D.C.,0,11001,00-RESOLUCION 1951 DEL 15/09/21; SOACHA,ACTIVO,1991-12-13 00:00:00,14/10/21,051-184319,BOGOTÁ D.C.,DESTINACIÓN PROVISIONAL,6,51,11001-051-184319-00006-00506-2021,0,0,1,URBANO,0.0,2021
Ciudades y aglomeraciones,313,1,1,BOGOTÁ D.C.,0,11001,00-ESCRITURA 5670 DE 18/11/2023; 051-SOACHA,ACTIVO,,2023-12-07 00:00:00,051-184407,BOGOTÁ D.C.,CONSTITUCIÓN DE FIDEICOMISO CIVIL,3,51,11001-051-184407-00003-00313-2023,0,0,1,RURAL,0.0,2023
