categoria_ruralidad_2024,cod_natujur,count_a,count_de,departamento,dinamica_2024,divipola,documento_justificativo,estado_folio,fecha_apertura_texto,fecha_radica_texto,matricula,municipio,nombre_natujur,num_anotacion,orip,pk,predios_nuevos,tiene_mas_de_un_valor,tiene_valor,tipo_predio_zona,valor,year_radica
Ciudades y aglomeraciones,841,2,1,BOGOTÁ D.C.,0,11001,04-OFICIO 5083 DE 07-10-2016; JUZGADO 030  CIVIL DE CIRCUITO DE BOGOTA D.C. DE BOGOTA D. C.,,1972-01-12 00:00:00,2016-10-26 00:00:00,50C-445,BOGOTÁ D.C.,CANCELACIÓN PROVIDENCIA JUDICIAL,7,50C,11001-50C-000445-00007-00841-2016,0,0,0,URBANO,,2016
Ciudades y aglomeraciones,412,2,1,BOGOTÁ D.C.,0,11001,04-OFICIO 2810 DE 02-11-2017; JUZGADO 017  CIVIL DE CIRCUITO DE BOGOTA D.C. DE BOGOTA D. C.,,1972-01-12 00:00:00,2017-11-23 00:00:00,50C-445,BOGOTÁ D.C.,DEMANDA EN PROCESO DE PERTENENCIA,8,50C,11001-50C-000445-00008-00412-2017,0,0,0,URBANO,,2017
Ciudades y aglomeraciones,841,2,1,BOGOTÁ D.C.,0,11001,04-OFICIO 1807 DE 25-07-2019; JUZGADO 017  CIVIL DE CIRCUITO DE BOGOTA D.C. DE BOGOTA D. C.,,1972-01-12 00:00:00,2019-08-30 00:00:00,50C-445,BOGOTÁ D.C.,CANCELACIÓN PROVIDENCIA JUDICIAL,9,50C,11001-50C-000445-00009-00841-2019,0,0,0,URBANO,,2019
Ciudades y aglomeraciones,131,0,1,BOGOTÁ D.C.,1,11001,06-SENTENCIA 2017-352 DE 23-07-2019; JUZGADO 017  CIVIL DE CIRCUITO DE BOGOTA D.C. DE BOGOTA D. C.,,1972-01-12 00:00:00,2019-08-30 00:00:00,50C-445,BOGOTÁ D.C.,DECLARACIÓN JUDICIAL DE PERTENENCIA,10,50C,11001-50C-000445-00010-00131-2019,0,0,0,URBANO,,2019
Ciudades y aglomeraciones,125,4,1,BOGOTÁ D.C.,1,11001,01-ESCRITURA 1204 DE 30-01-2023; NOTARIA VEINTINUEVE DE BOGOTA D.C.,,1972-01-12 00:00:00,2023-02-07 00:00:00,50C-459,BOGOTÁ D.C.,COMPRAVENTA,12,50C,11001-50C-000459-00012-00125-2023,0,0,1,URBANO,630000000,2023
Ciudades y aglomeraciones,359,0,1,BOGOTÁ D.C.,0,11001,04-OFICIO 7202 DE 19-02-2018; SECRETARIA DISTRITAL DE PLANEACION DE BOGOTA D. C.,,1972-02-11 00:00:00,2018-02-28 00:00:00,50C-472,BOGOTÁ D.C.,DECLARATORIA DE BIEN INMUEBLE DE INTERES CULTURAL NUMERAL 1.2 ART 7 DE LA LEY 1185 DE 2008,21,50C,11001-50C-000472-00021-00359-2018,0,0,0,URBANO,,2018
Ciudades y aglomeraciones,143,1,2,BOGOTÁ D.C.,0,11001,01-ESCRITURA 5142 DE 28-12-2015; NOTARIA CUARENTA Y SIETE DE BOGOTA D. C.,,1972-01-13 00:00:00,2016-01-15 00:00:00,50C-480,BOGOTÁ D.C.,FUSIÓN,4,50C,11001-50C-000480-00004-00143-2016,0,0,0,URBANO,,2016
Ciudades y aglomeraciones,212,0,1,BOGOTÁ D.C.,1,11001,04-OFICIO 819781 DE 02-06-2021; INSTITUTO DE DESARROLLO URBANO - IDU DE BOGOTA D. C.,,1972-01-13 00:00:00,2021-06-04 00:00:00,50C-480,BOGOTÁ D.C.,VALORIZACIÓN,5,50C,11001-50C-000480-00005-00212-2021,0,0,0,URBANO,,2021
Ciudades y aglomeraciones,842,1,0,BOGOTÁ D.C.,0,11001,04-OFICIO 20872 DE 04-05-2015; SECRETARIA DISTRITAL DE PLANEACION DE BOGOTA D. C.,,01-01-1800,2015-05-28 00:00:00,50C-499,BOGOTÁ D.C.,CANCELACIÓN PROVIDENCIA ADMINISTRATIVA,20,50C,11001-50C-000499-00020-00842-2015,0,0,0,URBANO,,2015
Ciudades y aglomeraciones,125,1,2,BOGOTÁ D.C.,1,11001,01-ESCRITURA 920 DE 02-06-2016; NOTARIA TREINTA Y CUATRO DE BOGOTA D. C.,,1972-01-12 00:00:00,2016-06-08 00:00:00,50C-504,BOGOTÁ D.C.,COMPRAVENTA,27,50C,11001-50C-000504-00027-00125-2016,0,0,0,URBANO,,2016
Ciudades y aglomeraciones,109,2,1,BOGOTÁ D.C.,1,11001,01-ESCRITURA 3291 DE 12-12-2019; NOTARIA SESENTA Y NUEVE DE BOGOTA D. C.,,1972-01-12 00:00:00,2020-02-05 00:00:00,50C-505,BOGOTÁ D.C.,ADJUDICACIÓN EN SUCESION,13,50C,11001-50C-000505-00013-00109-2020,0,0,0,URBANO,,2020
Ciudades y aglomeraciones,212,0,1,BOGOTÁ D.C.,1,11001,04-OFICIO 938931 DE 22-05-2015; INSTITUTO DE DESARROLLO URBANO - IDU DE BOGOTA D. C.,,1972-02-24 00:00:00,2015-05-27 00:00:00,50C-507,BOGOTÁ D.C.,VALORIZACIÓN,25,50C,11001-50C-000507-00025-00212-2015,0,0,0,URBANO,,2015
Ciudades y aglomeraciones,842,0,1,BOGOTÁ D.C.,0,11001,04-OFICIO 12671 DE 13-10-2017; INSTITUTO DE DESARROLLO URBANO - IDU DE BOGOTA D. C.,,1972-02-24 00:00:00,2017-10-18 00:00:00,50C-507,BOGOTÁ D.C.,CANCELACIÓN PROVIDENCIA ADMINISTRATIVA,26,50C,11001-50C-000507-00026-00842-2017,0,0,0,URBANO,,2017
Ciudades y aglomeraciones,843,3,0,BOGOTÁ D.C.,0,11001,01-ESCRITURA 679 DE 11-03-2019; NOTARIA CUARENTA DE BOGOTA D. C.,,1972-01-20 00:00:00,2019-03-22 00:00:00,50C-530,BOGOTÁ D.C.,CANCELACIÓN POR VOLUNTAD DE LAS PARTES,45,50C,11001-50C-000530-00045-00843-2019,0,0,0,URBANO,,2019
Ciudades y aglomeraciones,841,1,1,BOGOTÁ D.C.,0,11001,04-OFICIO 1141 DE 06-08-2019; JUZGADO 026  CIVIL DE CIRCUITO DE BOGOTA D.C. DE BOGOTA D. C.,,1972-01-20 00:00:00,2019-09-05 00:00:00,50C-530,BOGOTÁ D.C.,CANCELACIÓN PROVIDENCIA JUDICIAL,46,50C,11001-50C-000530-00046-00841-2019,0,0,0,URBANO,,2019
Ciudades y aglomeraciones,212,0,1,BOGOTÁ D.C.,1,11001,04-OFICIO 60219921 DE 10-02-2021; INSTITUTO DE DESARROLLO URBANO - IDU DE BOGOTA D. C.,,1972-01-20 00:00:00,2021-02-12 00:00:00,50C-530,BOGOTÁ D.C.,VALORIZACIÓN,47,50C,11001-50C-000530-00047-00212-2021,0,0,0,URBANO,,2021
Ciudades y aglomeraciones,842,0,1,BOGOTÁ D.C.,0,11001,04-OFICIO 5660159551 DE 06-02-2023; INSTITUTO DE DESARROLLO URBANO - IDU DE BOGOTA D. C.,,1972-01-20 00:00:00,2023-02-09 00:00:00,50C-530,BOGOTÁ D.C.,CANCELACIÓN PROVIDENCIA ADMINISTRATIVA,48,50C,11001-50C-000530-00048-00842-2023,0,0,0,URBANO,,2023
Ciudades y aglomeraciones,842,0,1,BOGOTÁ D.C.,0,11001,04-OFICIO 5660601491 DE 09-09-2020; INSTITUTO DE DESARROLLO URBANO - IDU DE BOGOTA D. C.,,1972-01-21 00:00:00,2020-09-21 00:00:00,50C-535,BOGOTÁ D.C.,CANCELACIÓN PROVIDENCIA ADMINISTRATIVA,16,50C,11001-50C-000535-00016-00842-2020,0,0,0,URBANO,,2020
Ciudades y aglomeraciones,415,1,1,BOGOTÁ D.C.,0,11001,04-OFICIO 177 DE 17-04-2023; JUZGADO 009  CIVIL DE CIRCUITO DE BOGOTA D.C. DE BOGOTA D. C.,,1972-01-20 00:00:00,2023-04-24 00:00:00,50C-536,BOGOTÁ D.C.,DEMANDA EN PROCESO DIVISORIO,10,50C,11001-50C-000536-00010-00415-2023,0,0,0,URBANO,,2023
Ciudades y aglomeraciones,219,2,1,BOGOTÁ D.C.,1,11001,01-ESCRITURA 2001 DE 28-04-2018; NOTARIA SESENTA Y OCHO DE BOGOTA D. C.,,1972-01-20 00:00:00,2018-05-08 00:00:00,50C-540,BOGOTÁ D.C.,HIPOTECA ABIERTA SIN LIMITE DE CUANTIA,15,50C,11001-50C-000540-00015-00219-2018,0,0,0,URBANO,,2018
Ciudades y aglomeraciones,492,1,2,BOGOTÁ D.C.,0,11001,04-OFICIO 2171 DE 22-07-2019; JUZGADO 010 CIVIL DEL CIRCUITO DE BOGOTA D. C.,,1972-01-20 00:00:00,2019-07-31 00:00:00,50C-540,BOGOTÁ D.C.,DEMANDA EN PROCESO VERBAL,16,50C,11001-50C-000540-00016-00492-2019,0,0,0,URBANO,,2019
Ciudades y aglomeraciones,444,2,1,BOGOTÁ D.C.,0,11001,04-OFICIO 001837 DE 22-11-2023; ACUEDUCTO - AGUA Y ALCANTARILLADO DE BOGOTA DE BOGOTA D. C.,,1972-01-20 00:00:00,2023-11-24 00:00:00,50C-540,BOGOTÁ D.C.,EMBARGO POR JURISDICCIÓN COACTIVA,20,50C,11001-50C-000540-00020-00444-2023,0,0,0,URBANO,,2023
Ciudades y aglomeraciones,301,1,1,BOGOTÁ D.C.,1,11001,01-ESCRITURA 2996 DE 27-12-2017; NOTARIA SEGUNDA DE ZIPAQUIRA,,1972-01-21 00:00:00,2018-05-08 00:00:00,50C-555,BOGOTÁ D.C.,ADJUDICACIÓN SUCESIÓN DERECHO DE CUOTA,13,50C,11001-50C-000555-00013-00301-2018,0,0,0,URBANO,,2018
Ciudades y aglomeraciones,841,1,0,BOGOTÁ D.C.,0,11001,04-OFICIO 347 DE 15-04-2016; JUZGADO 013 DE FAMILIA DE BOGOTA D. C.,,1972-02-17 00:00:00,2016-05-19 00:00:00,50C-560,BOGOTÁ D.C.,CANCELACIÓN PROVIDENCIA JUDICIAL,10,50C,11001-50C-000560-00010-00841-2016,0,0,0,URBANO,,2016
Ciudades y aglomeraciones,109,1,1,BOGOTÁ D.C.,1,11001,06-SENTENCIA 2011-0073 DE 03-12-2015; JUZGADO 013 DE FAMILIA DE BOGOTA D. C.,,1972-02-17 00:00:00,2016-05-19 00:00:00,50C-560,BOGOTÁ D.C.,ADJUDICACIÓN EN SUCESION,11,50C,11001-50C-000560-00011-00109-2016,0,0,0,URBANO,,2016
Ciudades y aglomeraciones,125,1,4,BOGOTÁ D.C.,1,11001,01-ESCRITURA 3473 DE 16-09-2016; NOTARIA CUARENTA Y CUATRO DE BOGOTA D. C.,,1972-01-20 00:00:00,2016-11-04 00:00:00,50C-579,BOGOTÁ D.C.,COMPRAVENTA,20,50C,11001-50C-000579-00020-00125-2016,0,0,0,URBANO,,2016
Ciudades y aglomeraciones,359,0,1,BOGOTÁ D.C.,0,11001,04-OFICIO 2018-66090 DE 29-10-2018; SECRETARIA DISTRITAL DE PLANEACION DE BOGOTA D. C.,,1972-01-20 00:00:00,2018-11-06 00:00:00,50C-579,BOGOTÁ D.C.,DECLARATORIA DE BIEN INMUEBLE DE INTERES CULTURAL NUMERAL 1.2 ART 7 DE LA LEY 1185 DE 2008,21,50C,11001-50C-000579-00021-00359-2018,0,0,0,URBANO,,2018
Ciudades y aglomeraciones,841,2,1,BOGOTÁ D.C.,0,11001,04-OFICIO 2619 DE 03-10-2016; JUZGADO 038  CIVIL DE CIRCUITO DE BOGOTA D.C. DE BOGOTA D. C.,,1972-01-20 00:00:00,2016-10-24 00:00:00,50C-585,BOGOTÁ D.C.,CANCELACIÓN PROVIDENCIA JUDICIAL,4,50C,11001-50C-000585-00004-00841-2016,0,0,0,URBANO,,2016
Ciudades y aglomeraciones,307,1,1,BOGOTÁ D.C.,1,11001,01-ESCRITURA 3139 DE 19-11-2018; NOTARIA SETENTA Y SIETE DE BOGOTA D. C.,,1972-01-21 00:00:00,2018-12-04 00:00:00,50C-601,BOGOTÁ D.C.,COMPRAVENTA DERECHOS DE CUOTA,19,50C,11001-50C-000601-00019-00307-2018,0,0,0,URBANO,,2018
Ciudades y aglomeraciones,313,1,1,BOGOTÁ D.C.,0,11001,01-ESCRITURA 2598 DE 16-09-2015; NOTARIA SESENTA Y SIETE DE BOGOTA D. C.,,1972-01-24 00:00:00,2015-09-29 00:00:00,50C-602,BOGOTÁ D.C.,CONSTITUCIÓN DE FIDEICOMISO CIVIL,19,50C,11001-50C-000602-00019-00313-2015,0,0,0,URBANO,,2015
Ciudades y aglomeraciones,843,2,0,BOGOTÁ D.C.,0,11001,01-ESCRITURA 1607 DE 25-07-2015; NOTARIA CATORCE DE BOGOTA D. C.,,1972-01-21 00:00:00,2015-08-06 00:00:00,50C-609,BOGOTÁ D.C.,CANCELACIÓN POR VOLUNTAD DE LAS PARTES,13,50C,11001-50C-000609-00013-00843-2015,0,0,0,URBANO,,2015
Ciudades y aglomeraciones,313,1,1,BOGOTÁ D.C.,0,11001,01-ESCRITURA 1607 DE 25-07-2015; NOTARIA CATORCE DE BOGOTA D. C.,,1972-01-21 00:00:00,2015-08-06 00:00:00,50C-609,BOGOTÁ D.C.,CONSTITUCIÓN DE FIDEICOMISO CIVIL,14,50C,11001-50C-000609-00014-00313-2015,0,0,0,URBANO,,2015
Ciudades y aglomeraciones,212,0,1,BOGOTÁ D.C.,1,11001,04-OFICIO 4411 DE 15-06-2016; INSTITUTO DE DESARROLLO URBANO - IDU DE BOGOTA D. C.,,1972-01-21 00:00:00,2016-06-17 00:00:00,50C-617,BOGOTÁ D.C.,VALORIZACIÓN,13,50C,11001-50C-000617-00013-00212-2016,0,0,0,URBANO,,2016
Ciudades y aglomeraciones,842,0,1,BOGOTÁ D.C.,0,11001,04-OFICIO 5660568301 DE 15-07-2016; INSTITUTO DE DESARROLLO URBANO - IDU DE BOGOTA D. C.,,1972-01-21 00:00:00,2016-07-21 00:00:00,50C-617,BOGOTÁ D.C.,CANCELACIÓN PROVIDENCIA ADMINISTRATIVA,14,50C,11001-50C-000617-00014-00842-2016,0,0,0,URBANO,,2016
Ciudades y aglomeraciones,425,1,0,BOGOTÁ D.C.,0,11001,04-OFICIO 1684 DE 01-09-2016; JUZGADO 008 DE FAMILIA DE BOGOTA D. C.,,1972-01-21 00:00:00,2016-09-08 00:00:00,50C-617,BOGOTÁ D.C.,EMBARGO DE LA SUCESIÓN,15,50C,11001-50C-000617-00015-00425-2016,0,0,0,URBANO,,2016
Ciudades y aglomeraciones,112,1,2,BOGOTÁ D.C.,1,11001,01-ESCRITURA 3522 DE 18-12-2018; NOTARIA SESENTA Y NUEVE DE BOGOTA D. C.,,1972-03-01 00:00:00,2019-03-12 00:00:00,50C-626,BOGOTÁ D.C.,ADJUDICACIÓN LIQUIDACIÓN SOCIEDAD CONYUGAL,20,50C,11001-50C-000626-00020-00112-2019,0,0,0,URBANO,,2019
Ciudades y aglomeraciones,313,2,1,BOGOTÁ D.C.,0,11001,01-ESCRITURA 3523 DE 18-12-2018; NOTARIA SESENTA Y NUEVE DE BOGOTA D. C.,,1972-03-01 00:00:00,2019-03-12 00:00:00,50C-626,BOGOTÁ D.C.,CONSTITUCIÓN DE FIDEICOMISO CIVIL,21,50C,11001-50C-000626-00021-00313-2019,0,0,0,URBANO,,2019
Ciudades y aglomeraciones,212,0,1,BOGOTÁ D.C.,1,11001,04-OFICIO 5660636941 DE 03-08-2016; SECRETARIA DE MOVILIDAD DE BOGOTA D. C.,,1972-02-03 00:00:00,2016-08-10 00:00:00,50C-635,BOGOTÁ D.C.,VALORIZACIÓN,6,50C,11001-50C-000635-00006-00212-2016,0,0,0,URBANO,,2016
Ciudades y aglomeraciones,212,0,1,BOGOTÁ D.C.,1,11001,04-OFICIO 4411 DE 15-06-2016; INSTITUTO DE DESARROLLO URBANO - IDU DE BOGOTA D. C.,,1972-01-21 00:00:00,2016-06-17 00:00:00,50C-636,BOGOTÁ D.C.,VALORIZACIÓN,16,50C,11001-50C-000636-00016-00212-2016,0,0,0,URBANO,,2016
Ciudades y aglomeraciones,842,0,1,BOGOTÁ D.C.,0,11001,04-OFICIO 25521 DE 09-11-2016; INSTITUTO DE DESARROLLO URBANO - IDU DE BOGOTA D. C.,,1972-01-21 00:00:00,2016-11-11 00:00:00,50C-636,BOGOTÁ D.C.,CANCELACIÓN PROVIDENCIA ADMINISTRATIVA,17,50C,11001-50C-000636-00017-00842-2016,0,0,0,URBANO,,2016
Ciudades y aglomeraciones,843,1,1,BOGOTÁ D.C.,0,11001,02-CERTIFICADO 179 DE 19-11-2020; NOTARIA CUARENTA Y TRES DE BOGOTA D.C.,,1972-04-18 00:00:00,2020-11-25 00:00:00,50C-646,BOGOTÁ D.C.,CANCELACIÓN POR VOLUNTAD DE LAS PARTES,12,50C,11001-50C-000646-00012-00843-2020,0,0,0,URBANO,,2020
Ciudades y aglomeraciones,125,1,2,BOGOTÁ D.C.,1,11001,01-ESCRITURA 5639 DE 25-11-2015; NOTARIA TREINTA Y SIETE DE BOGOTA D. C.,,1972-03-23 00:00:00,2015-12-03 00:00:00,50C-654,BOGOTÁ D.C.,COMPRAVENTA,18,50C,11001-50C-000654-00018-00125-2015,0,0,0,URBANO,,2015
Ciudades y aglomeraciones,212,0,1,BOGOTÁ D.C.,1,11001,04-OFICIO 47831 DE 01-07-2016; INSTITUTO DE DESARROLLO URBANO - IDU DE BOGOTA D. C.,,1972-01-21 00:00:00,2016-07-06 00:00:00,50C-658,BOGOTÁ D.C.,VALORIZACIÓN,22,50C,11001-50C-000658-00022-00212-2016,0,0,0,URBANO,,2016
Ciudades y aglomeraciones,429,1,1,BOGOTÁ D.C.,0,11001,04-OFICIO 2342 DE 30-05-2017; JUZGADO 066  CIVIL  MUNICIPAL DE BOGOTA D.C. DE BOGOTA D. C.,,1972-01-21 00:00:00,2017-06-05 00:00:00,50C-658,BOGOTÁ D.C.,EMBARGO EJECUTIVO CON ACCIÓN REAL,23,50C,11001-50C-000658-00023-00429-2017,0,0,0,URBANO,,2017
Ciudades y aglomeraciones,842,0,1,BOGOTÁ D.C.,0,11001,04-OFICIO 5660407181 DE 17-05-2017; INSTITUTO DE DESARROLLO URBANO - IDU DE BOGOTA D. C.,,1972-01-21 00:00:00,2017-07-18 00:00:00,50C-658,BOGOTÁ D.C.,CANCELACIÓN PROVIDENCIA ADMINISTRATIVA,24,50C,11001-50C-000658-00024-00842-2017,0,0,0,URBANO,,2017
Ciudades y aglomeraciones,841,1,1,BOGOTÁ D.C.,0,11001,04-OFICIO 3248 DE 10-07-2017; JUZGADO 066  CIVIL  MUNICIPAL DE BOGOTA D.C. DE BOGOTA D. C.,,1972-01-21 00:00:00,2017-07-21 00:00:00,50C-658,BOGOTÁ D.C.,CANCELACIÓN PROVIDENCIA JUDICIAL,25,50C,11001-50C-000658-00025-00841-2017,0,0,0,URBANO,,2017
Ciudades y aglomeraciones,843,1,1,BOGOTÁ D.C.,0,11001,02-CERTIFICADO 3852 DE 26-02-2021; NOTARIA VEINTINUEVE DE BOGOTA D.C.,,1972-01-21 00:00:00,2021-03-31 00:00:00,50C-658,BOGOTÁ D.C.,CANCELACIÓN POR VOLUNTAD DE LAS PARTES,26,50C,11001-50C-000658-00026-00843-2021,0,0,0,URBANO,,2021
Ciudades y aglomeraciones,212,0,1,BOGOTÁ D.C.,1,11001,04-OFICIO 5660358761 DE 31-05-2016; INSTITUTO DE DESARROLLO URBANO - IDU DE BOGOTA D. C.,,1972-01-21 00:00:00,2016-06-02 00:00:00,50C-662,BOGOTÁ D.C.,VALORIZACIÓN,16,50C,11001-50C-000662-00016-00212-2016,0,0,0,URBANO,,2016
Ciudades y aglomeraciones,444,1,1,BOGOTÁ D.C.,0,11001,16-RESOLUCION DCO-017685 DE 29-03-2023; SECRETARIA DISTRITAL DE HACIENDA DE BOGOTA D. C.,,1972-01-21 00:00:00,2023-04-10 00:00:00,50C-662,BOGOTÁ D.C.,EMBARGO POR JURISDICCIÓN COACTIVA,20,50C,11001-50C-000662-00020-00444-2023,0,0,0,URBANO,,2023
Ciudades y aglomeraciones,973,0,1,BOGOTÁ D.C.,1,11001,04-OFICIO 2019-55138 DE 20-08-2019; SECRETARIA DISTRITAL DE PLANEACION DE BOGOTA D. C.,,1972-01-21 00:00:00,2019-08-27 00:00:00,50C-671,BOGOTÁ D.C.,DECLARATORIA DE BIEN INMUEBLE DE INTERÉS CULTURAL,12,50C,11001-50C-000671-00012-00973-2019,0,0,0,URBANO,,2019
Ciudades y aglomeraciones,125,1,1,BOGOTÁ D.C.,1,11001,01-ESCRITURA 4570 DE 12-11-2015; NOTARIA SEXTA DE BOGOTA D. C.,,1972-01-21 00:00:00,2016-06-17 00:00:00,50C-677,BOGOTÁ D.C.,COMPRAVENTA,3,50C,11001-50C-000677-00003-00125-2016,0,0,0,URBANO,,2016
Ciudades y aglomeraciones,842,1,1,BOGOTÁ D.C.,0,11001,04-OFICIO 785 DE 02-05-2023; ACUEDUCTO - AGUA Y ALCANTARILLADO DE BOGOTA DE BOGOTA D. C.,,1972-01-24 00:00:00,2023-05-15 00:00:00,50C-713,BOGOTÁ D.C.,CANCELACIÓN PROVIDENCIA ADMINISTRATIVA,14,50C,11001-50C-000713-00014-00842-2023,0,0,0,URBANO,,2023
Ciudades y aglomeraciones,607,1,1,BOGOTÁ D.C.,1,11001,01-ESCRITURA 3418 DE 30-11-2018; NOTARIA SESENTA Y UNO DE BOGOTA D. C.,,1972-01-24 00:00:00,2019-04-08 00:00:00,50C-719,BOGOTÁ D.C.,COMPRAVENTA DERECHOS Y ACCIONES,14,50C,11001-50C-000719-00014-00607-2019,0,0,0,URBANO,,2019
Ciudades y aglomeraciones,841,1,1,BOGOTÁ D.C.,0,11001,04-OFICIO 2711 DE 01-10-2015; JUZGADO 002 CIVIL DE CIRCUITO DE BOGOTA D.C. DE BOGOTA D. C.,,1972-03-18 00:00:00,2015-12-02 00:00:00,50C-721,BOGOTÁ D.C.,CANCELACIÓN PROVIDENCIA JUDICIAL,12,50C,11001-50C-000721-00012-00841-2015,0,0,0,URBANO,,2015
Ciudades y aglomeraciones,125,1,1,BOGOTÁ D.C.,1,11001,01-ESCRITURA 2529 DE 20-10-2015; NOTARIA CINCUENTA DE BOGOTA D. C.,,1972-03-18 00:00:00,2015-12-02 00:00:00,50C-721,BOGOTÁ D.C.,COMPRAVENTA,13,50C,11001-50C-000721-00013-00125-2015,0,0,0,URBANO,,2015
Ciudades y aglomeraciones,109,4,2,BOGOTÁ D.C.,1,11001,06-SENTENCIA 2015-00024 DE 06-09-2016; JUZGADO TREINTA Y UNO DE FAMILIA DE BOOGOTA DE BOGOTA D. C.,,1972-03-20 00:00:00,2017-02-02 00:00:00,50C-723,BOGOTÁ D.C.,ADJUDICACIÓN EN SUCESION,14,50C,11001-50C-000723-00014-00109-2017,0,0,0,URBANO,,2017
Ciudades y aglomeraciones,301,3,1,BOGOTÁ D.C.,1,11001,01-ESCRITURA 4890 DE 30-12-2015; NOTARIA TERCERA DE BUCARAMANGA,,1972-01-24 00:00:00,2016-04-25 00:00:00,50C-735,BOGOTÁ D.C.,ADJUDICACIÓN SUCESIÓN DERECHO DE CUOTA,8,50C,11001-50C-000735-00008-00301-2016,0,0,0,URBANO,,2016
Ciudades y aglomeraciones,331,1,0,BOGOTÁ D.C.,1,11001,01-ESCRITURA 1105 DE 11-05-2017; NOTARIA SEGUNDA DE BOGOTA D. C.,,1972-01-24 00:00:00,2017-09-08 00:00:00,50C-735,BOGOTÁ D.C.,REFORMA REGLAMENTO DE PROPIEDAD HORIZONTAL,9,50C,11001-50C-000735-00009-00331-2017,0,0,0,URBANO,,2017
Ciudades y aglomeraciones,901,1,0,BOGOTÁ D.C.,0,11001,01-ESCRITURA 2324 DE 29-08-2017; NOTARIA SEGUNDA DE BOGOTA D. C.,,1972-01-24 00:00:00,2017-09-08 00:00:00,50C-735,BOGOTÁ D.C.,ACLARACIÓN,10,50C,11001-50C-000735-00010-00901-2017,0,0,0,URBANO,,2017
Ciudades y aglomeraciones,138,3,1,BOGOTÁ D.C.,1,11001,01-ESCRITURA 3327 DE 06-12-2019; NOTARIA SESENTA Y UNO DE BOGOTA D. C.,,1972-01-24 00:00:00,2020-01-28 00:00:00,50C-737,BOGOTÁ D.C.,DONACIÓN,13,50C,11001-50C-000737-00013-00138-2020,0,0,0,URBANO,,2020
Ciudades y aglomeraciones,843,1,1,BOGOTÁ D.C.,0,11001,01-ESCRITURA 2043 DE 05-09-2017; NOTARIA CINCUENTA Y SEIS DE BOGOTA D. C.,,1972-01-24 00:00:00,2017-10-02 00:00:00,50C-739,BOGOTÁ D.C.,CANCELACIÓN POR VOLUNTAD DE LAS PARTES,11,50C,11001-50C-000739-00011-00843-2017,0,0,0,URBANO,,2017
Ciudades y aglomeraciones,212,0,1,BOGOTÁ D.C.,1,11001,04-OFICIO 5660636941 DE 03-08-2016; SECRETARIA DE MOVILIDAD DE BOGOTA D. C.,,1972-01-24 00:00:00,2016-08-10 00:00:00,50C-743,BOGOTÁ D.C.,VALORIZACIÓN,17,50C,11001-50C-000743-00017-00212-2016,0,0,0,URBANO,,2016
Ciudades y aglomeraciones,842,0,1,BOGOTÁ D.C.,0,11001,04-OFICIO 309001 DE 16-04-2018; INSTITUTO DE DESARROLLO URBANO - IDU DE BOGOTA D. C.,,1972-01-24 00:00:00,2018-04-20 00:00:00,50C-743,BOGOTÁ D.C.,CANCELACIÓN PROVIDENCIA ADMINISTRATIVA,18,50C,11001-50C-000743-00018-00842-2018,0,0,0,URBANO,,2018
Ciudades y aglomeraciones,607,1,1,BOGOTÁ D.C.,1,11001,01-ESCRITURA 1011 DE 11-04-2018; NOTARIA TREINTA Y NUEVE DE BOGOTA D. C.,,1972-01-24 00:00:00,2018-05-03 00:00:00,50C-743,BOGOTÁ D.C.,COMPRAVENTA DERECHOS Y ACCIONES,19,50C,11001-50C-000743-00019-00607-2018,0,0,0,URBANO,,2018
Ciudades y aglomeraciones,301,1,1,BOGOTÁ D.C.,1,11001,01-ESCRITURA 1011 DE 11-04-2018; NOTARIA TREINTA Y NUEVE DE BOGOTA D. C.,,1972-01-24 00:00:00,2018-05-03 00:00:00,50C-743,BOGOTÁ D.C.,ADJUDICACIÓN SUCESIÓN DERECHO DE CUOTA,20,50C,11001-50C-000743-00020-00301-2018,0,0,0,URBANO,,2018
Ciudades y aglomeraciones,307,1,1,BOGOTÁ D.C.,1,11001,01-ESCRITURA 1024 DE 12-04-2018; NOTARIA TREINTA Y NUEVE DE BOGOTA D. C.,,1972-01-24 00:00:00,2018-05-03 00:00:00,50C-743,BOGOTÁ D.C.,COMPRAVENTA DERECHOS DE CUOTA,21,50C,11001-50C-000743-00021-00307-2018,0,0,0,URBANO,,2018
Ciudades y aglomeraciones,362,1,1,BOGOTÁ D.C.,0,11001,01-ESCRITURA 1024 DE 12-04-2018; NOTARIA TREINTA Y NUEVE DE BOGOTA D. C.,,1972-01-24 00:00:00,2018-05-03 00:00:00,50C-743,BOGOTÁ D.C.,"PROHIBICIÓN DE TRANSFERENCIA \""ART. 21 LEY 1537 DE 2012 QUE MODIFICO EL ART. 8 DE LA LEY 3 DE 1991\""",22,50C,11001-50C-000743-00022-00362-2018,0,0,0,URBANO,,2018
Ciudades y aglomeraciones,607,1,1,BOGOTÁ D.C.,1,11001,01-ESCRITURA 2205 DE 12-07-2018; NOTARIA TREINTA Y NUEVE DE BOGOTA D. C.,,1972-01-24 00:00:00,2018-09-28 00:00:00,50C-743,BOGOTÁ D.C.,COMPRAVENTA DERECHOS Y ACCIONES,23,50C,11001-50C-000743-00023-00607-2018,0,0,0,URBANO,,2018
